,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
run-15,1.01,1.009,1,1.009,1,0.998,0.997,1.001,1.005,0.998,0.999,0.994,0.992,1.005,0.999,0.994,1.006,0.999,0.991,1.006,1.01,1.003,1.005,1.004,0.995,1.003,1,0.996,0.994,1,1.003,0.997,0.999,1.004,0.99,1.003,1.006,0.999,1,0.992,1.001,1.008,1.003,0.992,0.998,1.01,1.004,0.993,0.995,0.996,0.992,1.01,0.996,1,1,1,0.995,0.992,1.002,1.003,0.995,0.998,1,1.009,1.002,0.993
run-16,1.01,0.999,0.995,1.004,1.006,1,0.993,1.007,1.003,1.006,1.006,0.998,1.002,1.006,0.999,0.993,0.992,0.999,1.007,0.991,0.991,0.994,0.999,1.005,1.002,1.009,1.01,0.994,0.993,0.993,0.996,1.008,1.003,0.998,1.008,0.991,1.001,0.995,0.992,1.001,0.995,1.008,1.007,0.993,1.006,1.004,1.001,0.993,1,1.009,0.998,0.997,0.995,1.005,0.999,0.997,1.001,0.991,0.991,1.01,0.995,1.004,1.004,0.999,1.009,1.004
run-17,1.01,1.005,0.993,1.002,1.004,0.994,1.007,1.001,1.01,1,0.997,1.001,0.994,0.998,0.995,1.003,1.006,0.994,1.005,1.003,1,1.006,1.006,0.993,0.998,1.003,1.003,1.003,1.009,0.992,0.998,0.995,0.991,0.999,1,0.992,1.004,1.006,1.005,0.994,0.998,1.004,0.997,1.009,1.005,1.004,1.004,0.995,1.002,1.007,1.004,0.992,1.009,1.002,0.999,1.005,1.004,1.005,0.995,1.002,0.998,1.003,1.006,0.992,0.999,1.001
run-18,1.01,1.007,0.99,0.994,1.007,0.992,1.008,1.004,1.007,1.009,0.991,1.002,1.004,1.009,0.997,1.01,1.003,1.001,0.993,1.007,0.991,0.995,1.002,1,0.995,1.004,1.006,0.992,0.993,0.993,1.01,1.008,0.998,1.005,1.007,1.001,1.007,1.009,1.005,1,0.994,0.998,0.995,0.996,1.008,1.01,1.008,0.991,1.006,1.004,0.993,1.003,1.004,0.997,0.994,1.01,0.998,1.002,0.995,0.996,1.001,0.99,1.005,1.005,0.991,0.995
run-19,1.01,0.991,1.004,1.009,0.992,1.009,1.009,0.998,0.999,0.994,0.991,1.001,1.001,0.997,1.005,0.995,1.005,1,0.99,0.999,1.008,1.005,1.007,0.994,1.01,0.994,1.001,1.008,1.009,1.002,0.999,1.003,1.009,0.998,1.006,0.999,1.001,1.005,0.998,0.999,1.008,1.008,1.01,1,0.997,1.009,0.99,1.002,0.993,1.003,0.992,0.995,1.006,0.997,1.006,0.995,0.996,1.007,0.993,1.004,1.007,1.008,1.005,1.005,0.995,1.003
run-20,1.01,0.993,1,1.006,1,0.998,1.008,1,1.002,0.99,1.003,0.999,1.008,1.003,1.008,0.995,1,1.004,0.999,0.999,1.003,0.997,0.993,1.009,1.003,1.001,0.999,1.004,0.995,0.999,1.004,1.006,0.992,0.999,0.998,0.991,1.005,0.992,1.007,0.997,0.997,0.991,0.992,0.997,1.004,0.995,1.008,0.993,1.001,1,0.996,1.001,1,1.005,1.004,1.008,1.002,0.996,0.993,0.995,0.994,1.01,0.99,0.995,0.996,0.996
run-21,1.01,0.994,0.992,0.999,1.002,0.997,1.004,0.999,1.008,0.991,0.994,0.997,0.993,0.998,0.997,1.009,1.001,1.005,0.993,1.008,1.006,1.006,1.003,0.996,0.999,1.006,1.008,1.003,0.993,0.991,0.991,0.997,1.005,1.005,1.009,0.991,1.004,0.996,0.991,1.001,0.99,1.008,0.99,1.006,0.993,1.008,0.999,1.01,0.999,1.001,0.999,0.993,1.008,0.992,1.003,1.008,1.003,0.993,0.993,1.005,1,1.001,1,1.009,0.992,1.005
run-22,1.01,0.996,0.991,1.002,0.994,0.992,0.996,1,1.003,1.001,1.001,0.998,1.003,1.007,1,1.003,0.991,0.994,0.997,0.993,0.992,1,1.01,1.003,1.004,1.001,1.003,1.002,0.999,0.997,0.991,0.994,1.004,0.996,0.995,0.998,1.005,0.994,1.001,0.997,0.997,0.998,0.993,0.999,0.99,0.999,1.001,1.001,0.999,0.99,0.998,0.997,1.01,1.008,0.994,1.005,0.991,1.003,0.992,1,0.996,1.008,1.003,0.993,1.002,1.005
run-23,1.01,1.006,1.001,1.006,0.998,1.009,0.992,1.005,0.994,1.007,1.005,0.995,1.004,0.998,1.001,0.993,1.009,1.003,0.999,0.993,1.002,1.002,0.992,1.004,1.005,1.004,0.998,1,0.999,0.993,1.008,1,0.992,0.994,1.005,0.992,0.995,1.007,1.003,1.001,0.998,1.004,1.002,1.009,0.993,0.991,0.993,0.992,0.993,0.995,0.992,1.01,0.998,1,0.993,0.991,0.991,0.991,0.99,1.002,0.995,0.995,0.998,1.008,1.004,0.999
run-24,1.01,1,1.001,0.997,0.993,0.992,0.996,0.99,1.005,0.997,1.007,1.002,1,1.005,1.004,0.991,1.009,0.997,0.994,1.007,1.004,1.003,1,0.996,1.005,1.003,0.993,1,1.006,0.99,0.997,1.003,1.008,1.005,1.007,1.001,0.995,0.992,0.992,1.005,1.005,0.997,0.993,1.005,0.992,1.007,1.003,1.007,1.008,0.999,0.996,1.003,0.994,1.007,1.002,0.995,1.005,1.004,1.009,1.002,1.006,1.008,1.007,1.001,1.002,1.006
run-25,1.01,1.008,0.993,1.004,1,0.998,1.009,1.007,0.991,0.997,1.001,0.997,0.993,0.99,1.008,0.995,1.004,0.992,1.002,0.997,0.999,1.009,0.993,1.001,1.008,0.991,0.997,1.005,1.003,0.999,1.006,1.007,1.005,0.993,0.995,0.999,0.991,0.994,1.001,1.001,1.004,1.008,0.996,0.993,1,0.997,0.999,0.992,1.006,0.992,1.006,0.999,0.992,1.006,0.999,0.996,1.005,1.001,0.996,1.004,0.996,0.994,1.01,0.996,1.003,0.992
run-26,1.01,0.997,1.004,1,0.999,1.004,1.005,0.994,0.998,0.991,0.997,0.994,1.001,1.006,0.996,0.99,1,0.993,1.003,1.008,0.998,0.992,1,0.992,0.998,0.995,1.006,1.006,0.99,0.999,0.999,0.994,0.996,1,1.005,1.009,1.006,1.001,0.999,1,0.991,1.003,0.993,0.991,0.998,1.003,1.006,1.008,1.001,1.009,1.005,0.993,1.003,0.993,1.008,0.999,0.995,1.001,1,1.006,0.993,1,0.993,0.998,1.001,1.006
run-27,1.01,0.997,0.995,1.009,0.991,0.999,0.99,1.001,0.993,0.999,1.002,1.002,0.997,0.992,1.003,1.006,0.993,0.996,0.996,1.009,1.001,1.009,0.996,0.993,1.01,1.001,1.004,0.99,0.999,1.007,1,0.994,1.005,1.01,0.991,1.007,1.008,1.005,0.998,1.008,0.997,0.993,0.991,0.999,0.996,1.01,0.998,1.003,0.994,1.008,1.001,0.995,0.995,1.007,1.01,1.008,0.996,1.01,0.992,0.994,0.993,1.002,0.997,1.004,0.994,1.008
run-28,1.01,0.999,0.995,1.001,1.004,0.991,0.995,1.008,1.01,1.003,0.992,0.992,1.006,1.006,1.005,0.991,0.992,1.002,1.002,1.004,1.004,1,0.991,0.991,1.009,0.993,1.009,0.997,0.991,0.99,0.997,0.995,1.007,0.997,0.998,1.003,1.004,0.994,0.991,0.994,0.992,1.004,1.002,1.004,1.005,1.001,0.999,1,0.996,0.991,1.003,0.992,1.001,1.009,0.997,0.997,1.004,0.994,0.996,0.996,0.994,0.999,0.993,1,0.993,1.006
run-29,1.01,1,1.005,0.993,1.009,1.009,0.992,1.006,0.999,1,1.004,1.009,1.004,1.008,1.003,1.009,0.994,0.993,1.006,0.99,1.004,1.005,1.007,0.995,0.995,1.007,0.997,1.004,0.992,1.007,1.004,1,0.999,1.005,0.999,1.008,1.004,0.998,0.996,1,0.991,0.998,1.004,0.994,0.994,1.01,0.997,0.997,0.992,0.998,0.997,1.001,1.007,1.003,0.999,1.005,0.998,1.005,1.003,0.999,1.004,0.999,0.994,1.009,0.999,1.009
run-30,1.01,0.992,0.995,1.007,0.998,0.995,0.995,1.007,1.003,0.993,0.994,1.008,1.006,1.004,0.99,0.991,0.992,1.008,1.005,0.993,1.005,1.002,0.997,0.991,1,0.993,1,1.003,0.991,0.991,0.994,0.994,0.999,1.001,0.994,1.005,0.996,1.008,0.994,1,1.007,0.994,1.003,0.998,0.993,1,0.995,0.994,1.005,0.99,1.004,0.996,1.006,1.009,1.001,0.997,0.993,0.995,0.994,0.991,1.005,0.995,1.01,1.003,1.007,1.006
run-31,1.01,0.99,0.996,1.003,0.992,1.009,1.008,0.999,0.999,1.002,1.009,0.995,0.993,1.008,0.993,1.01,1.004,1.001,0.993,0.993,0.994,1.005,0.996,1.007,1.003,1.007,1.001,1,1.008,0.992,0.993,0.993,1.01,0.993,1,0.992,1.007,1.003,0.995,0.995,1.001,0.997,0.995,1.009,1.001,0.997,0.998,0.999,0.998,0.998,0.995,1.004,0.998,1.009,0.996,1.006,0.993,0.994,0.99,1.004,0.992,1.008,1.008,1.003,1.006,0.991
run-32,1.01,0.996,1.005,0.993,1.01,1,0.993,1.004,0.992,0.997,0.993,0.993,1,1.004,0.997,0.995,0.994,0.997,1.009,1.007,0.991,1.006,0.99,0.993,1.01,0.991,1,0.999,0.998,1.003,0.998,0.99,0.995,0.997,1.006,1.001,1,0.996,0.998,0.999,1.008,0.998,1.007,0.992,1.005,0.997,0.993,0.994,1.006,0.996,0.993,1.002,0.996,0.991,0.997,1.001,1.008,0.992,1.004,0.99,0.991,0.994,0.997,0.999,1,1.002
run-33,1.01,0.993,0.993,1.005,1.007,1.007,1.006,0.991,1.001,1.006,1.005,1.007,0.994,0.996,0.996,0.997,1.006,1.001,1,1.007,0.995,0.996,1.004,1.005,0.998,1.003,1.009,0.994,1.007,1.007,1.005,0.996,1.01,1.005,1.004,1.003,1.005,0.992,0.992,1.009,1.006,1.008,0.993,0.994,0.999,1.001,1.004,1.007,0.999,0.997,1.005,0.997,0.994,0.994,1.001,0.998,0.991,0.997,0.994,0.999,1.004,1.007,0.992,1.008,1.002,1.003
run-34,1.01,1.007,1.002,0.998,1.004,1,0.995,1.009,1.007,0.99,1.004,0.998,1.001,0.993,1.009,0.991,1.004,0.999,0.99,0.999,1.006,0.996,0.994,1.002,1.005,1.01,1,1.002,1.005,1,0.997,1.003,1.002,1.009,0.992,0.991,1.005,1.004,0.996,0.992,0.994,0.992,0.991,0.99,0.994,0.991,1.009,1.001,0.995,0.992,1.009,0.994,1.005,0.994,0.991,1.002,1.003,1,0.993,1,1.005,1.008,1.008,0.996,1,0.997
run-35,1.01,1.006,1.008,1.008,1.009,0.995,0.998,1.003,1.004,1.01,1.008,0.992,0.992,0.998,0.996,0.991,0.991,1.008,0.994,0.993,0.995,1.001,0.998,1.008,0.997,0.995,0.999,1.006,1.009,1.004,1.002,0.999,1.009,1.002,0.998,0.996,0.997,0.991,1.006,0.994,0.998,0.993,1,1.005,1.007,1,1.005,1,0.993,1.001,1,1.007,1.004,1.005,0.996,0.992,0.992,0.996,1.009,1.005,1.008,1,0.998,1.001,1.009,1.007
run-36,1.01,1.006,0.994,0.99,0.993,1.002,1.003,1.006,0.995,1.005,0.996,1.007,0.999,1.002,0.998,0.992,1.006,0.995,1.002,1,1.002,1.01,0.997,1.005,1.004,0.998,0.999,0.991,1.003,0.991,1.002,0.991,1.007,0.991,0.994,0.99,1.001,0.995,1.007,1,0.997,0.992,0.997,0.995,1.001,0.995,0.993,1.001,0.999,1.008,0.995,0.992,0.991,0.997,1.003,1.005,1.002,1.007,0.996,1.001,1.001,0.992,1.001,1,1.003,0.992
run-37,1.01,0.997,0.998,1.004,0.997,0.998,0.992,1.009,1.008,0.99,1,1.008,1.003,0.991,0.994,0.996,1,1.007,1.003,1.007,0.991,0.996,0.997,0.997,0.995,1.001,0.999,1.009,1.001,0.996,1,0.995,1.002,1.005,0.991,0.996,1.004,0.995,0.997,0.991,0.992,1,1.004,1.002,0.991,0.998,1.007,1.006,1.002,1.003,0.99,0.991,0.994,1.002,1.007,1.006,0.999,1.001,1.005,1.007,0.993,1.008,0.992,1,1.002,0.995
run-38,1.01,1.009,0.997,0.991,1.001,1.003,0.996,1.004,1.003,1.003,1.007,1.007,1.001,1.008,1.004,0.998,1.007,1.004,1.006,0.991,1.003,1.01,1,0.997,0.993,1.003,1.001,0.993,1.008,0.993,1.002,1.009,0.996,0.996,1.007,0.995,0.993,0.998,0.991,1.008,1.009,1.006,1.004,0.994,1.009,0.992,1.002,1.01,0.994,0.993,0.993,1.007,0.996,0.994,0.995,1.002,0.991,0.996,0.998,0.991,1.008,1.005,1.004,0.997,0.993,1.007
run-39,1.01,1.008,1.01,1.004,0.995,0.998,0.992,0.991,0.99,1.008,1.003,1.008,0.994,1,0.993,1.009,1.009,1,1.002,1.004,1.009,1.007,0.995,0.991,0.991,0.992,1,1.001,1.004,1,1.009,0.994,0.994,0.993,1.008,0.99,1.007,0.991,0.99,1.005,0.992,0.997,1.003,1.001,1.002,0.996,0.995,1.01,1.006,1.01,1.007,1.002,0.994,1.009,0.991,0.997,0.996,1.004,0.995,1.006,1.008,1.008,0.996,1.004,1.008,0.992
run-40,1.01,0.997,0.999,1.004,0.996,1.006,1.001,1.001,1.007,1.008,1.006,1.008,0.993,0.995,0.99,1,1.003,1.002,0.991,1.007,0.992,1.005,1.007,0.993,0.993,1.007,0.99,0.998,0.992,1.003,0.998,0.991,1.005,1.007,1.008,1.007,1.008,0.996,1.005,1.009,0.992,1.002,0.993,0.998,0.997,0.992,1.003,1.005,0.999,0.992,0.995,1.002,0.996,1.002,1.001,1.005,1.009,1.003,1.006,1.005,0.995,0.993,1.008,0.999,0.999,1.003
run-41,1.01,0.993,1.004,0.99,1.009,1.004,1.007,1.004,0.997,1.004,1.006,0.994,0.999,0.993,1,0.995,1.002,0.998,0.999,1.002,1.01,0.999,0.999,0.996,0.997,1.002,0.991,0.995,1.007,0.992,0.997,1.007,0.994,0.999,1.006,1.003,0.998,0.996,1.002,0.997,1,1.006,0.996,1.007,0.995,1.004,1.004,1.001,0.991,1.003,1.003,0.996,1.006,0.992,0.999,1.003,1.006,1.003,0.996,1.005,0.99,0.996,0.991,1.001,1.009,0.99
run-42,1.01,0.997,1.004,1.008,1.002,1.005,1.002,1.005,1.006,1.007,0.997,0.992,0.998,0.996,1.004,1.005,1.008,0.991,1.001,1.004,0.994,0.999,1.002,0.99,1.006,1.004,0.994,0.999,1.005,1.003,0.999,1.003,0.992,0.995,1.001,0.999,1.001,0.998,0.998,1,1.003,1.004,1.008,1.005,0.998,1,0.994,0.999,0.991,0.995,0.997,0.998,1.006,1,0.992,1.01,0.992,0.994,1.007,0.996,1.002,0.992,1.009,0.998,1.006,1.003
run-43,1.01,1.006,1.001,0.993,0.996,0.995,1.009,1.007,1.002,0.998,1.002,1.005,0.994,1.008,0.993,1.006,0.997,0.997,0.995,0.996,0.999,1.003,1.002,0.994,0.994,1.009,1.005,1.008,0.992,1.008,1.01,0.998,1.006,1,0.991,1.002,0.996,1.009,1.005,1.008,0.997,1.003,1,0.995,1.005,0.999,0.994,0.991,1,1.009,1.004,1,0.996,0.99,1.005,0.993,0.994,0.99,1.007,0.998,0.992,0.995,1.005,1.007,0.998,1
run-44,1.01,0.997,0.99,1.005,0.992,0.992,0.999,1,1.005,0.992,0.999,0.998,1.01,0.996,0.991,1.006,0.999,1,1.007,1.002,0.999,1,1.001,1.002,1.004,1.003,0.995,1.01,1,0.993,0.995,0.995,1.01,1.004,0.993,0.991,0.994,0.999,0.993,0.998,0.994,0.994,1.003,0.995,0.993,0.999,1.007,0.995,1.001,1.003,0.994,0.994,0.99,0.999,1.002,0.997,1,0.992,1,0.994,0.992,0.995,0.993,1.009,0.997,1.003
run-45,1.01,1.005,0.992,1.001,0.993,1.004,1.002,1.005,1.007,0.992,0.991,1.003,1.01,0.994,1.006,0.998,1.001,1.009,1.002,1.002,0.992,1.007,1.004,0.993,0.993,0.995,1.005,1,0.998,0.998,0.993,0.999,1.007,1.001,0.992,0.997,1.002,0.993,0.997,0.995,0.995,0.999,0.995,1.004,0.993,1.009,0.995,0.995,0.994,1.004,1.005,0.995,0.993,1.008,0.994,1,0.999,0.998,0.994,1.005,0.995,1.005,0.998,1.002,1.009,1.009
run-46,1.01,1,0.994,0.997,0.999,0.995,1.006,1.003,0.993,1.004,0.996,1.004,0.996,1.004,1.005,1.006,1.007,1.004,1.008,0.995,0.994,1.002,0.996,0.995,1.006,1.009,0.995,0.992,1,0.993,1.002,1.004,1.004,1.009,1,1.004,0.991,0.992,0.996,1.005,1.002,1.005,1.009,1.007,0.998,1.008,1.008,0.99,1,0.996,0.993,1,1.002,1.005,1.002,1.004,0.992,0.997,1.005,0.992,1.006,0.991,1.002,1.007,0.994,1
run-47,1.01,1.004,1.002,0.999,1.006,1.008,0.993,1.004,1.005,0.993,1.001,0.996,1.003,1.001,1.009,1.01,1.008,0.996,0.993,1,0.994,0.993,1.005,0.995,1.005,0.996,1.004,0.999,0.998,1.001,0.991,0.991,0.997,1.005,0.995,1.001,1.004,0.999,0.992,1.006,1.003,1,1.004,0.998,1.007,0.996,0.996,1.006,0.998,1.002,0.995,1.009,0.999,1.006,1.001,0.99,1.003,0.994,0.996,0.994,1.009,0.991,0.998,0.993,1.006,0.998
run-48,1.01,0.995,0.993,0.997,0.998,0.999,0.998,0.997,0.99,1.003,0.996,1.01,0.994,0.991,0.994,1.004,1.003,1.001,1.005,0.999,1.001,0.995,0.998,0.996,0.999,0.994,0.999,1.005,1.007,1.008,0.995,0.995,0.993,1.01,0.999,1.009,1.006,0.993,0.992,0.995,0.993,1.005,0.99,0.993,1.002,0.993,1.006,1.002,1.009,1,1.01,1.007,1.009,0.99,0.999,1.004,1.008,0.998,0.993,1.007,1.004,1.002,1.008,0.99,1.003,1.002
run-49,1.01,0.998,1.005,0.996,1.009,1.004,0.996,1.006,0.994,1.004,1.004,1.004,1.006,1.004,0.995,0.996,0.992,0.995,0.995,0.994,1.004,1.003,1.009,0.997,1.004,0.999,1.009,1.006,0.997,0.997,1,1.005,1.004,0.999,0.991,1.002,1,0.991,0.992,1.003,0.993,0.992,0.992,0.993,1.001,1.01,1.004,1.007,1,1.004,0.994,0.99,0.991,0.994,1.007,0.994,1.01,0.996,1.006,0.998,1.003,0.991,0.99,0.997,1.005,1.005
run-50,1.01,1.002,0.993,1.003,0.998,1.007,0.993,0.997,1.007,0.993,0.994,1.006,0.996,0.998,1.009,1.008,0.999,0.996,1.006,1.009,1.009,1.008,1.007,0.992,1.006,1.001,0.992,1.008,1.007,1.001,0.996,0.992,0.997,1.006,0.992,0.992,0.997,0.99,1.005,1,0.99,1.001,0.994,0.998,1.009,0.998,1.001,0.998,1.007,0.991,1.001,0.995,1.009,1.004,1.007,1.01,1.005,1.003,0.994,1.007,1.004,1,1.006,1.004,1.005,0.996
run-51,1.01,1.01,0.998,1.004,1,1.001,0.999,1.002,0.997,1.001,1.003,0.991,0.997,1.001,1.01,0.996,0.995,1.001,1.001,0.994,0.997,0.99,1.009,0.991,1.002,0.995,0.996,0.998,1.006,0.994,0.998,1,1.003,1.006,1.004,1.006,0.998,1.005,1.005,1.01,1.009,1.006,0.999,1.002,1.001,0.993,1.001,1.004,1,1,1.01,1.004,0.993,0.996,0.999,0.995,0.997,1.007,0.992,0.998,1.008,1.006,1.005,0.993,0.993,0.992
run-52,1.01,0.994,1.006,0.998,0.995,1,1.009,1.002,0.992,0.997,0.993,0.998,1.006,0.993,0.997,0.996,1.006,0.991,1.004,1.003,1.009,1.001,1.006,1.004,0.996,1.004,1.004,0.996,1.005,0.999,0.991,1.006,0.995,1,0.998,1.004,1.01,0.999,1.009,0.998,1.002,0.995,0.996,1.009,1.007,0.991,0.994,1.007,0.995,0.994,0.994,1.006,0.998,0.999,1.007,0.991,1.006,1.007,1.004,0.993,0.996,1.01,0.994,0.998,0.998,1.007
