hour,nl_node_1,nl_node_2,nl_node_3
289,222,0.60328,0.45931
290,222,0.60328,0.45931
291,222,0.6051,0.4607
292,222,0.60692,0.46209
293,222,0.60692,0.46209
294,222,0.63773,0.48554
295,222,0.66778,0.50842
296,222,0.66778,0.50842
297,222,0.6581,0.50106
298,222,0.64834,0.49362
299,222,0.64834,0.49362
300,222,0.61188,0.46586
301,222,0.57452,0.43742
302,222,0.57452,0.43742
303,222,0.5492,0.41814
304,222,0.52367,0.39871
305,222,0.52367,0.39871
306,222,0.52312,0.39829
307,222,0.52257,0.39787
308,222,0.52257,0.39787
309,222,0.48261,0.36745
310,222,0.44263,0.337
311,222,0.44263,0.337
312,222,0.38726,0.29485
313,222,0.33317,0.25367
314,222,0.33317,0.25367
315,222,0.2673,0.20351
316,222,0.20636,0.15711
317,222,0.20636,0.15711
318,222,0.18746,0.14272
319,222,0.16934,0.12893
320,222,0.16934,0.12893
321,222,0.16365,0.1246
322,222,0.15806,0.12034
323,222,0.15806,0.12034
324,222,0.14741,0.11223
325,222,0.13713,0.1044
326,222,0.13713,0.1044
327,222,0.13272,0.10105
328,222,0.1284,0.09776
329,222,0.1284,0.09776
330,222,0.15764,0.12002
331,222,0.18972,0.14444
332,222,0.18972,0.14444
333,222,0.18009,0.13711
334,222,0.17068,0.12995
335,222,0.17068,0.12995
336,222,0.16022,0.12198
337,222,0.15006,0.11425
338,222,0.15006,0.11425
339,222,0.12074,0.09193
340,222,0.09491,0.07226
341,222,0.09491,0.07226
342,222,0.10201,0.07767
343,222,0.10943,0.08332
344,222,0.10943,0.08332
345,222,0.10902,0.083
346,222,0.10861,0.08269
347,222,0.10861,0.08269
348,222,0.08515,0.06483
349,222,0.06547,0.04984
350,222,0.06547,0.04984
351,222,0.06564,0.04998
352,222,0.06582,0.05011
353,222,0.06582,0.05011
354,222,0.08855,0.06742
355,222,0.11608,0.08838
356,222,0.11608,0.08838
357,222,0.12447,0.09477
358,222,0.13318,0.1014
359,222,0.13318,0.1014
360,222,0.14823,0.11286
361,222,0.16407,0.12492
362,222,0.16407,0.12492
363,222,0.20968,0.15964
364,222,0.25965,0.19769
365,222,0.25965,0.19769
366,222,0.35528,0.2705
367,222,0.45677,0.34777
368,222,0.45677,0.34777
369,222,0.48649,0.37039
370,222,0.51617,0.39299
371,222,0.51617,0.39299
372,222,0.52528,0.39993
373,222,0.53438,0.40686
374,222,0.53438,0.40686
375,222,0.5674,0.432
376,222,0.59997,0.4568
377,222,0.59997,0.4568
378,222,0.56959,0.43366
379,222,0.5388,0.41023
380,222,0.5388,0.41023
381,222,0.51612,0.39295
382,222,0.49334,0.37561
383,222,0.49334,0.37561
384,222,0.41399,0.31519
385,222,0.33645,0.25616
386,222,0.33645,0.25616
387,222,0.20801,0.15837
388,222,0.10609,0.08077
389,222,0.10609,0.08077
390,222,0.07297,0.05555
391,222,0.04873,0.0371
392,222,0.04873,0.0371
393,222,0.05624,0.04282
394,222,0.06497,0.04947
395,222,0.06497,0.04947
396,222,0.12703,0.09672
397,222,0.21284,0.16205
398,222,0.21284,0.16205
399,222,0.24111,0.18358
400,222,0.27063,0.20605
401,222,0.27063,0.20605
402,222,0.28408,0.21628
403,222,0.29772,0.22667
404,222,0.29772,0.22667
405,222,0.29275,0.22289
406,222,0.28781,0.21913
407,222,0.28781,0.21913
408,222,0.27501,0.20939
409,222,0.26241,0.19979
410,222,0.26241,0.19979
411,222,0.23498,0.17891
412,222,0.20868,0.15888
413,222,0.20868,0.15888
414,222,0.19705,0.15003
415,222,0.1857,0.14138
416,222,0.1857,0.14138
417,222,0.19416,0.14782
418,222,0.20278,0.15439
419,222,0.20278,0.15439
420,222,0.21314,0.16228
421,222,0.2237,0.17032
422,222,0.2237,0.17032
423,222,0.27972,0.21297
424,222,0.33948,0.25847
425,222,0.33948,0.25847
426,222,0.33493,0.255
427,222,0.33039,0.25155
428,222,0.33039,0.25155
429,222,0.30911,0.23535
430,222,0.28822,0.21944
431,222,0.28822,0.21944
432,222,0.26923,0.20498
433,222,0.25067,0.19085
434,222,0.25067,0.19085
435,222,0.21244,0.16174
436,222,0.17675,0.13457
437,222,0.17675,0.13457
438,222,0.14011,0.10667
439,222,0.10778,0.08206
440,222,0.10778,0.08206
441,222,0.0872,0.06639
442,222,0.06947,0.05289
443,222,0.06947,0.05289
444,222,0.06431,0.04897
445,222,0.0595,0.0453
446,222,0.0595,0.0453
447,222,0.07603,0.05789
448,222,0.09584,0.07297
449,222,0.09584,0.07297
450,222,0.11105,0.08455
451,222,0.12757,0.09713
452,222,0.12757,0.09713
453,222,0.12721,0.09686
454,222,0.12686,0.09658
455,222,0.12686,0.09658
456,222,0.12511,0.09525
457,222,0.12337,0.09393
458,222,0.12337,0.09393
459,222,0.1303,0.09921
460,222,0.13744,0.10464
461,222,0.13744,0.10464
462,222,0.13688,0.10422
463,222,0.13633,0.10379
464,222,0.13633,0.10379
465,222,0.13078,0.09957
466,222,0.12536,0.09544
467,222,0.12536,0.09544
468,222,0.138,0.10507
469,222,0.15127,0.11517
470,222,0.15127,0.11517
471,222,0.19179,0.14602
472,222,0.2363,0.17991
473,222,0.2363,0.17991
474,222,0.25646,0.19526
475,222,0.27717,0.21103
476,222,0.27717,0.21103
477,222,0.26936,0.20508
478,222,0.26162,0.19918
479,222,0.26162,0.19918
480,222,0.25588,0.19482
481,222,0.25019,0.19048
482,222,0.25019,0.19048
483,222,0.22841,0.1739
484,222,0.20738,0.15789
485,222,0.20738,0.15789
486,222,0.22271,0.16956
487,222,0.23845,0.18155
488,222,0.23845,0.18155
489,222,0.22776,0.17341
490,222,0.21726,0.16541
491,222,0.21726,0.16541
492,222,0.19533,0.14872
493,222,0.17438,0.13277
494,222,0.17438,0.13277
495,222,0.16097,0.12256
496,222,0.14806,0.11273
497,222,0.14806,0.11273
498,222,0.16642,0.12671
499,222,0.18577,0.14144
500,222,0.18577,0.14144
501,222,0.17934,0.13654
502,222,0.17301,0.13172
503,222,0.17301,0.13172
504,222,0.1686,0.12836
505,222,0.16423,0.12504
506,222,0.16423,0.12504
507,222,0.1695,0.12905
508,222,0.17484,0.13311
509,222,0.17484,0.13311
510,222,0.17906,0.13633
511,222,0.18333,0.13958
512,222,0.18333,0.13958
513,222,0.18998,0.14465
514,222,0.19673,0.14978
515,222,0.19673,0.14978
516,222,0.17138,0.13048
517,222,0.14763,0.1124
518,222,0.14763,0.1124
519,222,0.1604,0.12212
520,222,0.17367,0.13223
521,222,0.17367,0.13223
522,222,0.21002,0.1599
523,222,0.24908,0.18964
524,222,0.24908,0.18964
525,222,0.24739,0.18835
526,222,0.24571,0.18707
527,222,0.24571,0.18707
528,222,0.23014,0.17522
529,222,0.21496,0.16366
530,222,0.21496,0.16366
531,222,0.20904,0.15916
532,222,0.2032,0.15471
533,222,0.2032,0.15471
534,222,0.2013,0.15326
535,222,0.19941,0.15182
536,222,0.19941,0.15182
537,222,0.19509,0.14854
538,222,0.19082,0.14528
539,222,0.19082,0.14528
540,222,0.17604,0.13403
541,222,0.16179,0.12318
542,222,0.16179,0.12318
543,222,0.17229,0.13118
544,222,0.1831,0.1394
545,222,0.1831,0.1394
546,222,0.19234,0.14644
547,222,0.20177,0.15362
548,222,0.20177,0.15362
549,222,0.19672,0.14977
550,222,0.19172,0.14597
551,222,0.19172,0.14597
552,222,0.19533,0.14872
553,222,0.19897,0.15149
554,222,0.19897,0.15149
555,222,0.18253,0.13897
556,222,0.1667,0.12692
557,222,0.1667,0.12692
558,222,0.1549,0.11794
559,222,0.14352,0.10927
560,222,0.14352,0.10927
561,222,0.12652,0.09633
562,222,0.11067,0.08426
563,222,0.11067,0.08426
564,222,0.08823,0.06718
565,222,0.06909,0.0526
566,222,0.06909,0.0526
567,222,0.06126,0.04664
568,222,0.05425,0.04131
569,222,0.05425,0.04131
570,222,0.05289,0.04027
571,222,0.05156,0.03926
572,222,0.05156,0.03926
573,222,0.05196,0.03956
574,222,0.05236,0.03986
575,222,0.05236,0.03986
576,222,0.05622,0.0428
577,222,0.06037,0.04596
578,222,0.06037,0.04596
579,222,0.06825,0.05196
580,222,0.07696,0.05859
581,222,0.07696,0.05859
582,222,0.07921,0.0603
583,222,0.0815,0.06205
584,222,0.0815,0.06205
585,222,0.10655,0.08113
586,222,0.13572,0.10333
587,222,0.13572,0.10333
588,222,0.11498,0.08754
589,222,0.09617,0.07322
590,222,0.09617,0.07322
591,222,0.09193,0.07
592,222,0.08782,0.06687
593,222,0.08782,0.06687
594,222,0.11737,0.08936
595,222,0.15184,0.11561
596,222,0.15184,0.11561
597,222,0.14207,0.10817
598,222,0.13264,0.10098
599,222,0.13264,0.10098
600,222,0.1277,0.09722
601,222,0.12286,0.09354
602,222,0.12286,0.09354
603,222,0.13715,0.10442
604,222,0.15225,0.11592
605,222,0.15225,0.11592
606,222,0.16182,0.1232
607,222,0.17166,0.13069
608,222,0.17166,0.13069
609,222,0.15023,0.11438
610,222,0.13019,0.09912
611,222,0.13019,0.09912
612,222,0.10146,0.07725
613,222,0.07701,0.05863
614,222,0.07701,0.05863
615,222,0.0758,0.05771
616,222,0.0746,0.0568
617,222,0.0746,0.0568
618,222,0.07551,0.05749
619,222,0.07643,0.05819
620,222,0.07643,0.05819
621,222,0.0503,0.03829
622,222,0.03487,0.02655
623,222,0.03487,0.02655
624,222,0.03222,0.02453
625,222,0.03113,0.0237
626,222,0.03113,0.0237
627,222,0.03606,0.02746
628,222,0.04905,0.03734
629,222,0.04905,0.03734
630,222,0.0917,0.06981
631,222,0.1548,0.11786
632,222,0.1548,0.11786
633,222,0.24501,0.18654
634,222,0.34913,0.26582
635,222,0.34913,0.26582
636,222,0.47492,0.36159
637,222,0.60096,0.45755
638,222,0.60096,0.45755
639,222,0.6669,0.50776
640,222,0.72863,0.55475
641,222,0.72863,0.55475
642,222,0.73297,0.55806
643,222,0.73729,0.56135
644,222,0.73729,0.56135
645,222,0.69885,0.53208
646,222,0.65836,0.50125
647,222,0.65836,0.50125
648,222,0.68943,0.52491
649,222,0.71938,0.54771
650,222,0.71938,0.54771
651,222,0.69655,0.53033
652,222,0.67303,0.51242
653,222,0.67303,0.51242
654,222,0.63479,0.48331
655,222,0.59535,0.45328
656,222,0.59535,0.45328
657,222,0.61064,0.46492
658,222,0.62577,0.47644
659,222,0.62577,0.47644
660,222,0.61916,0.4714
661,222,0.61251,0.46635
662,222,0.61251,0.46635
663,222,0.62269,0.47409
664,222,0.63279,0.48178
665,222,0.63279,0.48178
666,222,0.56887,0.43312
667,222,0.50318,0.38311
668,222,0.50318,0.38311
669,222,0.44137,0.33605
670,222,0.38019,0.28947
671,222,0.38019,0.28947
672,222,0.32404,0.24671
673,222,0.27026,0.20577
674,222,0.27026,0.20577
675,222,0.22504,0.17134
676,222,0.18304,0.13936
677,222,0.18304,0.13936
678,222,0.19759,0.15044
679,222,0.21261,0.16187
680,222,0.21261,0.16187
681,222,0.20811,0.15845
682,222,0.20366,0.15506
683,222,0.20366,0.15506
684,222,0.19471,0.14824
685,222,0.18593,0.14156
686,222,0.18593,0.14156
687,222,0.28198,0.21469
688,222,0.38956,0.2966
689,222,0.38956,0.2966
690,222,0.39973,0.30434
691,222,0.40993,0.31211
692,222,0.40993,0.31211
693,222,0.36367,0.27688
694,222,0.31855,0.24253
695,222,0.31855,0.24253
696,222,0.26468,0.20152
697,222,0.21421,0.16309
698,222,0.21421,0.16309
699,222,0.17762,0.13524
700,222,0.14411,0.10972
701,222,0.14411,0.10972
702,222,0.17615,0.13412
703,222,0.21103,0.16067
704,222,0.21103,0.16067
705,222,0.19626,0.14942
706,222,0.18193,0.13852
707,222,0.18193,0.13852
708,222,0.14087,0.10725
709,222,0.10513,0.08004
710,222,0.10513,0.08004
711,222,0.08757,0.06668
712,222,0.07212,0.05491
713,222,0.07212,0.05491
714,222,0.0979,0.07454
715,222,0.12886,0.09811
716,222,0.12886,0.09811
717,222,0.16436,0.12514
718,222,0.20385,0.1552
719,222,0.20385,0.1552
720,222,0.24052,0.18312
721,222,0.27931,0.21266
722,222,0.27931,0.21266
723,222,0.3371,0.25666
724,222,0.39734,0.30252
725,222,0.39734,0.30252
726,222,0.40871,0.31117
727,222,0.42011,0.31986
728,222,0.42011,0.31986
729,222,0.41964,0.3195
730,222,0.41917,0.31914
731,222,0.41917,0.31914
732,222,0.45622,0.34735
733,222,0.49341,0.37567
734,222,0.49341,0.37567
735,222,0.43379,0.33027
736,222,0.37487,0.28541
737,222,0.37487,0.28541
738,222,0.36642,0.27898
739,222,0.35801,0.27258
740,222,0.35801,0.27258
741,222,0.35882,0.2732
742,222,0.35964,0.27382
743,222,0.35964,0.27382
744,222,0.35646,0.27139
745,222,0.35328,0.26898
746,222,0.35328,0.26898
747,222,0.36706,0.27947
748,222,0.38094,0.29003
749,222,0.38094,0.29003
750,222,0.33975,0.25867
751,222,0.29968,0.22817
752,222,0.29968,0.22817
753,222,0.24112,0.18358
754,222,0.18728,0.14259
755,222,0.18728,0.14259
756,222,0.17551,0.13363
757,222,0.16408,0.12492
758,222,0.16408,0.12492
759,222,0.21778,0.16581
760,222,0.27722,0.21107
761,222,0.27722,0.21107
762,222,0.18406,0.14014
763,222,0.10812,0.08232
764,222,0.10812,0.08232
765,222,0.09001,0.06853
766,222,0.07403,0.05636
767,222,0.07403,0.05636
768,222,0.13007,0.09903
769,222,0.2035,0.15494
770,222,0.2035,0.15494
771,222,0.36753,0.27982
772,222,0.54797,0.4172
773,222,0.54797,0.4172
774,222,0.66763,0.50831
775,222,0.7738,0.58914
776,222,0.7738,0.58914
777,222,0.83567,0.63625
778,222,0.8836,0.67274
779,222,0.8836,0.67274
780,222,0.84284,0.64171
781,222,0.79126,0.60244
782,222,0.79126,0.60244
783,222,0.70242,0.5348
784,222,0.6012,0.45773
785,222,0.6012,0.45773
786,222,0.50379,0.38357
787,222,0.40527,0.30856
788,222,0.40527,0.30856
789,222,0.39863,0.30351
790,222,0.39202,0.29847
791,222,0.39202,0.29847
792,222,0.36865,0.28068
793,222,0.34557,0.26311
794,222,0.34557,0.26311
795,222,0.34682,0.26406
796,222,0.34808,0.26501
797,222,0.34808,0.26501
798,222,0.3947,0.30051
799,222,0.44217,0.33666
800,222,0.44217,0.33666
801,222,0.46236,0.35202
802,222,0.48257,0.36741
803,222,0.48257,0.36741
804,222,0.5323,0.40527
805,222,0.58143,0.44268
806,222,0.58143,0.44268
807,222,0.46658,0.35524
808,222,0.35243,0.26833
809,222,0.35243,0.26833
810,222,0.26839,0.20434
811,222,0.19221,0.14634
812,222,0.19221,0.14634
813,222,0.15652,0.11917
814,222,0.12435,0.09468
815,222,0.12435,0.09468
816,222,0.15484,0.11789
817,222,0.18852,0.14353
818,222,0.18852,0.14353
819,222,0.24886,0.18947
820,222,0.31483,0.2397
821,222,0.31483,0.2397
822,222,0.33119,0.25215
823,222,0.34774,0.26476
824,222,0.34774,0.26476
825,222,0.30656,0.2334
826,222,0.26686,0.20318
827,222,0.26686,0.20318
828,222,0.23622,0.17985
829,222,0.20696,0.15757
830,222,0.20696,0.15757
831,222,0.13107,0.09979
832,222,0.07348,0.05594
833,222,0.07348,0.05594
834,222,0.10151,0.07729
835,222,0.13534,0.10304
836,222,0.13534,0.10304
837,222,0.20932,0.15937
838,222,0.29576,0.22518
839,222,0.29576,0.22518
840,222,0.35582,0.27091
841,222,0.4181,0.31832
842,222,0.4181,0.31832
843,222,0.42777,0.32569
844,222,0.43746,0.33307
845,222,0.43746,0.33307
846,222,0.44593,0.33951
847,222,0.4544,0.34596
848,222,0.4544,0.34596
849,222,0.43538,0.33148
850,222,0.41643,0.31706
851,222,0.41643,0.31706
852,222,0.3744,0.28505
853,222,0.33322,0.2537
854,222,0.33322,0.2537
855,222,0.32601,0.24821
856,222,0.31884,0.24275
857,222,0.31884,0.24275
858,222,0.25668,0.19543
859,222,0.19928,0.15172
860,222,0.19928,0.15172
861,222,0.14861,0.11315
862,222,0.10529,0.08017
863,222,0.10529,0.08017
864,222,0.07959,0.0606
865,222,0.05883,0.04479
866,222,0.05883,0.04479
867,222,0.04437,0.03378
868,222,0.03502,0.02666
869,222,0.03502,0.02666
870,222,0.03441,0.0262
871,222,0.03385,0.02577
872,222,0.03385,0.02577
873,222,0.04659,0.03547
874,222,0.06878,0.05236
875,222,0.06878,0.05236
876,222,0.06987,0.0532
877,222,0.07097,0.05404
878,222,0.07097,0.05404
879,222,0.09212,0.07014
880,222,0.11703,0.0891
881,222,0.11703,0.0891
882,222,0.12929,0.09843
883,222,0.14219,0.10826
884,222,0.14219,0.10826
885,222,0.14034,0.10685
886,222,0.1385,0.10545
887,222,0.1385,0.10545
888,222,0.13459,0.10247
889,222,0.13073,0.09953
890,222,0.13073,0.09953
891,222,0.11676,0.08889
892,222,0.10367,0.07893
893,222,0.10367,0.07893
894,222,0.12758,0.09713
895,222,0.15416,0.11737
896,222,0.15416,0.11737
897,222,0.13083,0.09961
898,222,0.1095,0.08337
899,222,0.1095,0.08337
900,222,0.0883,0.06723
901,222,0.07006,0.05334
902,222,0.07006,0.05334
903,222,0.07581,0.05772
904,222,0.0819,0.06236
905,222,0.0819,0.06236
906,222,0.11384,0.08667
907,222,0.15197,0.11571
908,222,0.15197,0.11571
909,222,0.14829,0.1129
910,222,0.14465,0.11013
911,222,0.14465,0.11013
912,222,0.14024,0.10677
913,222,0.13589,0.10346
914,222,0.13589,0.10346
915,222,0.13855,0.10549
916,222,0.14123,0.10753
917,222,0.14123,0.10753
918,222,0.1509,0.11489
919,222,0.16089,0.12249
920,222,0.16089,0.12249
921,222,0.16635,0.12666
922,222,0.1719,0.13088
923,222,0.1719,0.13088
924,222,0.14774,0.11249
925,222,0.12539,0.09547
926,222,0.12539,0.09547
927,222,0.13734,0.10457
928,222,0.14985,0.11409
929,222,0.14985,0.11409
930,222,0.17451,0.13287
931,222,0.20085,0.15292
932,222,0.20085,0.15292
933,222,0.1728,0.13156
934,222,0.14667,0.11167
935,222,0.14667,0.11167
936,222,0.14404,0.10967
937,222,0.14143,0.10768
938,222,0.14143,0.10768
939,222,0.10525,0.08013
940,222,0.07532,0.05734
941,222,0.07532,0.05734
942,222,0.09306,0.07085
943,222,0.11332,0.08628
944,222,0.11332,0.08628
945,222,0.12346,0.094
946,222,0.13407,0.10208
947,222,0.13407,0.10208
948,222,0.14035,0.10686
949,222,0.14678,0.11175
950,222,0.14678,0.11175
951,222,0.1584,0.1206
952,222,0.17044,0.12977
953,222,0.17044,0.12977
954,222,0.13755,0.10473
955,222,0.10827,0.08243
956,222,0.10827,0.08243
957,222,0.0925,0.07043
958,222,0.07831,0.05962
959,222,0.07831,0.05962
960,222,0.06889,0.05245
961,222,0.06042,0.046
962,222,0.06042,0.046
963,222,0.06154,0.04686
964,222,0.06268,0.04772
965,222,0.06268,0.04772
966,222,0.11949,0.09097
967,222,0.19819,0.1509
968,222,0.19819,0.1509
969,222,0.24999,0.19034
970,222,0.30584,0.23286
971,222,0.30584,0.23286
972,222,0.40282,0.3067
973,222,0.50323,0.38314
974,222,0.50323,0.38314
975,222,0.50806,0.38682
976,222,0.5129,0.3905
977,222,0.5129,0.3905
978,222,0.53806,0.40966
979,222,0.56306,0.42869
980,222,0.56306,0.42869
981,222,0.55647,0.42367
982,222,0.54986,0.41864
983,222,0.54986,0.41864
984,222,0.53611,0.40818
985,222,0.52232,0.39768
986,222,0.52232,0.39768
987,222,0.5225,0.39781
988,222,0.52267,0.39794
989,222,0.52267,0.39794
990,222,0.51909,0.39522
991,222,0.51551,0.39249
992,222,0.51551,0.39249
993,222,0.52586,0.40037
994,222,0.53618,0.40823
995,222,0.53618,0.40823
996,222,0.59041,0.44952
997,222,0.6431,0.48964
998,222,0.6431,0.48964
