hour,nl_node_PV,nl_node_OffW,nl_node_OnW,de_node_PV,de_node_OffW,de_node_OnW
121,0.000000344,0.21428,0.1813381,0.00000411,0.208685,0.0475339
122,0,0.21428,0.1813381,0.00000274,0.208685,0.0475339
123,0,0.2032,0.1833007,0.00000183,0.1600557,0.0418233
124,0,0.19232,0.1852719,0.000000914,0.116494,0.0370424
125,0,0.19232,0.1852719,0,0.116494,0.0370424
126,0.0009349,0.15947,0.1770702,0.0033809,0.1128067,0.0319285
127,0.0018698,0.12901,0.1690228,0.0067618,0.1091691,0.0288402
128,0.0028047,0.12901,0.1690228,0.0101427,0.1091691,0.0288402
129,0.0179459,0.0871,0.1614457,0.0348949,0.1178795,0.0280155
130,0.0330871,0.05263,0.1540215,0.0596471,0.1268644,0.0279194
131,0.0482283,0.05263,0.1540215,0.0843993,0.1268644,0.0279194
132,0.0550295,0.04299,0.141679,0.0839885,0.0994238,0.0292578
133,0.0618307,0.03432,0.1298259,0.0835776,0.0749064,0.0324667
134,0.0686319,0.03432,0.1298259,0.0831668,0.0749064,0.0324667
135,0.05339,0.0387,0.1270327,0.0627739,0.0914904,0.0307705
136,0.0381481,0.04336,0.12427,0.042381,0.1095043,0.0294693
137,0.0229063,0.04336,0.12427,0.0219881,0.1095043,0.0294693
138,0.0153039,0.02,0.1085717,0.014694,0.1314782,0.0286553
139,0.0077015,0.00674,0.0940324,0.0073998,0.1550405,0.0281294
140,0.0000991,0.00674,0.0940324,0.0001057,0.1550405,0.0281294
141,0.0000661,0.00565,0.0971057,0.0000717,0.1765524,0.0282645
142,0.000033,0.00483,0.1002371,0.0000378,0.1990715,0.0284281
143,0,0.00483,0.1002371,0.00000384,0.1990715,0.0284281
144,0,0.00429,0.118458,0.0000032,0.2399672,0.0278921
145,0,0.00406,0.1382807,0.00000257,0.2831923,0.0280606
146,0,0.00406,0.1382807,0.00000194,0.2831923,0.0280606
147,0,0.0046,0.1363487,0.00000129,0.3148953,0.0283149
148,0,0.00597,0.1344299,0.000000645,0.3474068,0.0286736
149,0,0.00597,0.1344299,0,0.3474068,0.0286736
150,0.0010772,0.00956,0.1177757,0.0032436,0.3477275,0.028597
151,0.0021543,0.01492,0.1022755,0.0064871,0.3480484,0.0285242
152,0.0032315,0.01492,0.1022755,0.0097307,0.3480484,0.0285242
153,0.0206149,0.02975,0.1027273,0.0344182,0.3508559,0.0284972
154,0.0379982,0.05025,0.1031802,0.0591058,0.3536682,0.0284708
155,0.0553816,0.05025,0.1031802,0.0837933,0.3536682,0.0284708
156,0.0616519,0.07426,0.0777751,0.0876877,0.3012142,0.0278714
157,0.0679222,0.10247,0.0570415,0.0915821,0.2510414,0.0286538
158,0.0741926,0.10247,0.0570415,0.0954765,0.2510414,0.0286538
159,0.0575091,0.10486,0.0333151,0.073142,0.2288605,0.0288635
160,0.0408257,0.10727,0.0286446,0.0508075,0.2073563,0.0290982
161,0.0241423,0.10727,0.0286446,0.028473,0.2073563,0.0290982
162,0.016161,0.12021,0.0323501,0.0190464,0.2074173,0.0279839
163,0.0081796,0.13375,0.0527432,0.0096198,0.2074784,0.0280473
164,0.0001983,0.13375,0.0527432,0.0001932,0.2074784,0.0280473
165,0.0001356,0.13996,0.0503738,0.0001308,0.1888415,0.0279708
166,0.0000729,0.14629,0.0481141,0.0000684,0.170839,0.0279155
167,0.0000102,0.14629,0.0481141,0.00000608,0.170839,0.0279155
168,0.00000855,0.10284,0.0387102,0.00000507,0.1509911,0.0280589
169,0.00000685,0.06611,0.0321239,0.00000407,0.1321046,0.0282984
170,0.00000516,0.06611,0.0321239,0.00000307,0.1321046,0.0282984
171,0.00000344,0.04457,0.0350704,0.00000204,0.1612281,0.0308114
172,0.00000172,0.02726,0.0387495,0.00000102,0.1924978,0.0354826
173,0,0.02726,0.0387495,0,0.1924978,0.0354826
174,0.0016644,0.05482,0.0566163,0.0019556,0.2352724,0.0500252
175,0.0033287,0.09148,0.0819628,0.0039111,0.2806924,0.0713523
176,0.0049931,0.09148,0.0819628,0.0058667,0.2806924,0.0713523
177,0.0278044,0.1689,0.1294,0.0218178,0.3242594,0.0926683
178,0.0506156,0.26283,0.1877869,0.0377689,0.3692652,0.117464
179,0.0734268,0.26283,0.1877869,0.05372,0.3692652,0.117464
180,0.0788761,0.30425,0.2029807,0.0536917,0.3857151,0.1671879
181,0.0843254,0.34717,0.2186151,0.0536633,0.4022848,0.2243294
182,0.0897746,0.34717,0.2186151,0.053635,0.4022848,0.2243294
183,0.0690627,0.4091,0.2489586,0.0405515,0.5097148,0.2472303
184,0.0483508,0.47239,0.2805066,0.0274681,0.6167702,0.2708202
185,0.0276388,0.47239,0.2805066,0.0143846,0.6167702,0.2708202
186,0.0184923,0.54567,0.3470556,0.009631,0.6393194,0.3219559
187,0.0093458,0.61807,0.4157827,0.0048774,0.6615958,0.3748243
188,0.0001993,0.61807,0.4157827,0.0001238,0.6615958,0.3748243
189,0.0001346,0.66782,0.4679238,0.0000843,0.6738029,0.412007
190,0.0000699,0.71592,0.5194719,0.0000449,0.6859047,0.449318
191,0.00000512,0.71592,0.5194719,0.00000544,0.6859047,0.449318
192,0.00000427,0.78119,0.5765959,0.00000454,0.728085,0.47766
193,0.00000343,0.84057,0.6307492,0.00000364,0.7684801,0.5057821
194,0.00000258,0.84057,0.6307492,0.00000274,0.7684801,0.5057821
195,0.00000172,0.89887,0.6682953,0.00000183,0.8346084,0.535596
196,0.000000861,0.94558,0.7030863,0.000000914,0.8920928,0.5648518
197,0,0.94558,0.7030863,0,0.8920928,0.5648518
198,0.0009622,0.95594,0.7143368,0.0012298,0.9165329,0.5815796
199,0.0019244,0.96525,0.7251849,0.0024596,0.9381991,0.598033
200,0.0028866,0.96525,0.7251849,0.0036894,0.9381991,0.598033
201,0.0163857,0.98717,0.7535675,0.0130882,0.9502808,0.6121277
202,0.0298848,0.9971,0.7781197,0.022487,0.9611226,0.6259694
203,0.0433839,0.9971,0.7781197,0.0318858,0.9611226,0.6259694
204,0.0428342,0.99756,0.7841337,0.0324325,0.988336,0.6442699
205,0.0422845,0.99714,0.7898162,0.0329793,0.9975513,0.6620176
206,0.0417348,0.99714,0.7898162,0.033526,0.9975513,0.6620176
207,0.0313551,0.99458,0.790189,0.0254846,0.9903157,0.6448072
208,0.0209754,0.98961,0.7905603,0.0174431,0.9687115,0.6270748
209,0.0105957,0.98961,0.7905603,0.0094016,0.9687115,0.6270748
210,0.0070994,0.98296,0.8011903,0.0062895,0.9720994,0.6155675
211,0.0036031,0.97418,0.8102545,0.0031774,0.9752654,0.6038809
212,0.0001069,0.97418,0.8102545,0.0000654,0.9752654,0.6038809
213,0.000073,0.98328,0.8047226,0.0000452,0.9461213,0.59504
214,0.000039,0.99008,0.7985552,0.000025,0.9038004,0.5861108
215,0.00000512,0.99008,0.7985552,0.0000048,0.9038004,0.5861108
216,0.00000427,0.99292,0.7924721,0.00000401,0.8981906,0.558908
217,0.00000343,0.99508,0.7859055,0.00000321,0.8924027,0.5310917
218,0.00000258,0.99508,0.7859055,0.00000242,0.8924027,0.5310917
219,0.00000172,0.9971,0.7431645,0.00000161,0.8959275,0.4932412
220,0.000000861,0.98931,0.6893361,0.000000807,0.8993869,0.4548556
221,0,0.98931,0.6893361,0,0.8993869,0.4548556
222,0.0003671,0.97405,0.6655566,0.0010973,0.9202891,0.4181543
223,0.0007343,0.95174,0.6405576,0.0021946,0.9385132,0.3815314
224,0.0011014,0.95174,0.6405576,0.003292,0.9385132,0.3815314
225,0.0081031,0.92798,0.6193243,0.0123293,0.9479467,0.3626493
226,0.0151048,0.90008,0.5974507,0.0213666,0.9565082,0.3439003
227,0.0221065,0.90008,0.5974507,0.030404,0.9565082,0.3439003
228,0.0268491,0.84435,0.5686581,0.0339378,0.9664932,0.3195066
229,0.0315917,0.77974,0.5391097,0.0374717,0.9750219,0.2954966
230,0.0363343,0.77974,0.5391097,0.0410055,0.9750219,0.2954966
231,0.0285613,0.77956,0.5232243,0.0318687,0.9912473,0.2754232
232,0.0207884,0.77938,0.5071974,0.0227319,0.997449,0.2557447
233,0.0130154,0.77938,0.5071974,0.013595,0.997449,0.2557447
234,0.0087072,0.71405,0.4617507,0.0091016,0.9957227,0.2430026
235,0.004399,0.64436,0.4159184,0.0046081,0.9885166,0.2304712
236,0.0000908,0.64436,0.4159184,0.0001147,0.9885166,0.2304712
237,0.0000614,0.60746,0.4109945,0.0000768,0.976554,0.2219944
238,0.000032,0.57001,0.4060729,0.0000389,0.9600541,0.2136293
239,0.00000258,0.57001,0.4060729,0.000000968,0.9600541,0.2136293
240,0.00000172,0.54558,0.4063648,0.000000645,0.953072,0.2021838
241,0.000000861,0.52104,0.4066567,0.000000323,0.9455611,0.1909777
242,0,0.52104,0.4066567,0,0.9455611,0.1909777
243,0,0.50603,0.3902859,0,0.9101327,0.1646762
244,0,0.49102,0.3739724,0,0.8673429,0.1400838
245,0,0.49102,0.3739724,0,0.8673429,0.1400838
246,0.0007953,0.45443,0.3379067,0.0016403,0.8719695,0.1358524
247,0.0015907,0.41807,0.3025195,0.0032806,0.8765304,0.1316839
248,0.002386,0.41807,0.3025195,0.0049208,0.8765304,0.1316839
249,0.0152332,0.42322,0.2974668,0.0172769,0.8705408,0.1277749
250,0.0280804,0.42838,0.2924348,0.029633,0.8644389,0.1239251
251,0.0409276,0.42838,0.2924348,0.0419891,0.8644389,0.1239251
252,0.0432851,0.36111,0.2832209,0.0439341,0.8563126,0.1212768
253,0.0456426,0.29625,0.2740853,0.045879,0.8480046,0.1186581
254,0.0480001,0.29625,0.2740853,0.0478239,0.8480046,0.1186581
255,0.0367909,0.23097,0.2056212,0.036636,0.7886073,0.0785698
256,0.0255818,0.17119,0.1448237,0.025448,0.7229697,0.0490317
257,0.0143726,0.17119,0.1448237,0.0142601,0.7229697,0.0490317
258,0.0096267,0.19339,0.1653706,0.0095383,0.7097075,0.0502556
259,0.0048807,0.21653,0.1870872,0.0048166,0.6962814,0.0515112
260,0.0001348,0.21653,0.1870872,0.0000949,0.6962814,0.0515112
261,0.000095,0.22441,0.174586,0.0000646,0.6798672,0.0499425
262,0.0000552,0.23239,0.1624483,0.0000342,0.6632498,0.0484235
263,0.0000154,0.23239,0.1624483,0.00000384,0.6632498,0.0484235
264,0.0000128,0.19047,0.1295817,0.0000032,0.6535677,0.0447376
265,0.0000103,0.15161,0.1004286,0.00000257,0.6438281,0.0413939
266,0.00000775,0.15161,0.1004286,0.00000194,0.6438281,0.0413939
267,0.00000516,0.09379,0.0707873,0.00000129,0.5476135,0.0373153
268,0.00000258,0.04848,0.0482281,0.000000645,0.4497782,0.0339387
269,0,0.04848,0.0482281,0,0.4497782,0.0339387
270,0.0014412,0.0632,0.0637714,0.0032692,0.3929053,0.0350356
271,0.0028825,0.07974,0.0831375,0.0065385,0.3373295,0.0362197
272,0.0043237,0.07974,0.0831375,0.0098077,0.3373295,0.0362197
273,0.0241375,0.15287,0.1184275,0.0376318,0.3080774,0.0439712
274,0.0439513,0.24317,0.1603706,0.065456,0.2795132,0.0540419
275,0.0637651,0.24317,0.1603706,0.0932801,0.2795132,0.0540419
276,0.069827,0.30015,0.2043239,0.0992902,0.2898605,0.0531607
277,0.0758889,0.36012,0.2521621,0.1053002,0.3003088,0.0522933
278,0.0819508,0.36012,0.2521621,0.1113102,0.3003088,0.0522933
279,0.0633467,0.42372,0.2788712,0.0856496,0.3475038,0.0753696
280,0.0447426,0.4885,0.3062912,0.059989,0.3961088,0.1048682
281,0.0261385,0.4885,0.3062912,0.0343285,0.3961088,0.1048682
282,0.0175045,0.58455,0.3851041,0.0229958,0.4444819,0.1460605
283,0.0088705,0.67778,0.4654815,0.0116631,0.4933423,0.1935787
284,0.0002365,0.67778,0.4654815,0.0003304,0.4933423,0.1935787
285,0.0001577,0.69441,0.476583,0.0002225,0.5338113,0.2057376
286,0.0000788,0.71081,0.4876514,0.0001146,0.5740852,0.2181703
287,0,0.71081,0.4876514,0.00000672,0.5740852,0.2181703
288,0,0.73953,0.5143093,0.00000561,0.6035926,0.2255684
289,0,0.76734,0.5406178,0.0000045,0.6327662,0.2330512
290,0,0.76734,0.5406178,0.00000339,0.6327662,0.2330512
291,0,0.75434,0.5422519,0.00000226,0.6947229,0.2630916
292,0,0.74113,0.5438842,0.00000113,0.7536348,0.2941732
293,0,0.74113,0.5438842,0,0.7536348,0.2941732
294,0.0016678,0.74735,0.571491,0.0030396,0.7993923,0.3141381
295,0.0033356,0.75353,0.5984202,0.0060792,0.8418096,0.3343829
296,0.0050034,0.75353,0.5984202,0.0091187,0.8418096,0.3343829
297,0.0262031,0.74395,0.5897499,0.0313442,0.8459868,0.3534633
298,0.0474029,0.73427,0.5809984,0.0535697,0.8501215,0.3727022
299,0.0686027,0.73427,0.5809984,0.0757952,0.8501215,0.3727022
300,0.0738301,0.70941,0.5483237,0.0766903,0.8363279,0.3408769
301,0.0790575,0.68398,0.5148491,0.0775854,0.8220879,0.309562
302,0.0842849,0.68398,0.5148491,0.0784804,0.8220879,0.309562
303,0.0649211,0.59278,0.4921586,0.0595934,0.8472827,0.3161876
304,0.0455574,0.49859,0.4692805,0.0407064,0.8709877,0.3228432
305,0.0261936,0.49859,0.4692805,0.0218194,0.8709877,0.3228432
306,0.0175448,0.47165,0.4687862,0.0146046,0.8788394,0.3241887
307,0.0088961,0.44479,0.4682917,0.0073897,0.8864909,0.3255353
308,0.0002474,0.44479,0.4682917,0.0001749,0.8864909,0.3255353
309,0.0001649,0.42499,0.4324868,0.0001184,0.8751188,0.3021562
310,0.0000825,0.4053,0.3966546,0.0000619,0.8633152,0.2791966
311,0,0.4053,0.3966546,0.00000544,0.8633152,0.2791966
312,0,0.35492,0.3470409,0.00000454,0.8566634,0.2561041
313,0,0.30596,0.2985676,0.00000364,0.84989,0.2336256
314,0,0.30596,0.2985676,0.00000274,0.84989,0.2336256
315,0,0.26317,0.2395326,0.00000183,0.8158257,0.2026923
316,0,0.22234,0.184922,0.000000914,0.7793494,0.1734463
317,0,0.22234,0.184922,0,0.7793494,0.1734463
318,0.0010028,0.20146,0.1679862,0.0036369,0.763585,0.1638342
319,0.0020056,0.18131,0.1517523,0.0072737,0.7474826,0.1544613
320,0.0030084,0.18131,0.1517523,0.0109106,0.7474826,0.1544613
321,0.0176273,0.20824,0.1466555,0.0375204,0.7332767,0.1548899
322,0.0322463,0.23643,0.1416397,0.0641302,0.7188491,0.1553191
323,0.0468652,0.23643,0.1416397,0.09074,0.7188491,0.1553191
324,0.0589438,0.22604,0.1320976,0.0968812,0.6819038,0.1385629
325,0.0710225,0.21581,0.1228835,0.1030225,0.6438943,0.1227268
326,0.0831011,0.21581,0.1228835,0.1091637,0.6438943,0.1227268
327,0.0657506,0.20658,0.1189384,0.0841447,0.5791478,0.1254217
328,0.0484002,0.19749,0.1150605,0.0591257,0.5131569,0.1281463
329,0.0310498,0.19749,0.1150605,0.0341067,0.5131569,0.1281463
330,0.0208128,0.20138,0.1412639,0.0228609,0.4793995,0.1380968
331,0.0105758,0.20529,0.1700109,0.0116151,0.4457299,0.1484043
332,0.0003387,0.20529,0.1700109,0.0003693,0.4457299,0.1484043
333,0.0002262,0.18239,0.161383,0.0002478,0.417933,0.1424501
334,0.0001136,0.16049,0.1529529,0.0001263,0.3903718,0.1366111
335,0.00000103,0.16049,0.1529529,0.00000487,0.3903718,0.1366111
336,0.000000689,0.1468,0.1435751,0.00000389,0.3581296,0.1222897
337,0.000000344,0.1336,0.1344766,0.00000291,0.3264618,0.1087829
338,0,0.1336,0.1344766,0.00000194,0.3264618,0.1087829
339,0,0.111,0.1082024,0.00000129,0.2829493,0.0889227
340,0,0.09018,0.0850503,0.000000645,0.2412207,0.0714925
341,0,0.09018,0.0850503,0,0.2412207,0.0714925
342,0.0021949,0.08457,0.091418,0.0052219,0.240174,0.0707409
343,0.0043899,0.07911,0.0980678,0.0104437,0.2391289,0.0699951
344,0.0065848,0.07911,0.0980678,0.0156656,0.2391289,0.0699951
345,0.0311643,0.08563,0.0976974,0.0472621,0.2428871,0.0665654
346,0.0557438,0.09238,0.0973279,0.0788586,0.2466636,0.063266
347,0.0803233,0.09238,0.0973279,0.1104552,0.2466636,0.063266
348,0.0823991,0.08471,0.0763059,0.111523,0.2283207,0.04525
349,0.0844748,0.07734,0.0586669,0.1125907,0.2104445,0.033326
350,0.0865506,0.07734,0.0586669,0.1136585,0.2104445,0.033326
351,0.0658443,0.1089,0.0588236,0.0863988,0.2318269,0.035683
352,0.045138,0.1449,0.0589807,0.059139,0.253864,0.0384414
353,0.0244317,0.1449,0.0589807,0.0318792,0.253864,0.0384414
354,0.0163493,0.16846,0.0793539,0.0213605,0.290441,0.0474411
355,0.0082668,0.19332,0.1040272,0.0108417,0.3283094,0.058945
356,0.0001844,0.19332,0.1040272,0.0003229,0.3283094,0.058945
357,0.0001229,0.23707,0.1115443,0.0002165,0.3276481,0.0565696
358,0.0000615,0.28355,0.1193462,0.00011,0.3269871,0.0542803
359,0,0.28355,0.1193462,0.00000352,0.3269871,0.0542803
360,0,0.32634,0.132834,0.00000294,0.3629984,0.0580567
361,0,0.37049,0.1470307,0.00000236,0.3997244,0.0620604
362,0,0.37049,0.1470307,0.00000178,0.3997244,0.0620604
363,0,0.4664,0.1878999,0.00000118,0.4478551,0.0757145
364,0,0.56348,0.2326775,0.000000592,0.4964384,0.0913296
365,0,0.56348,0.2326775,0,0.4964384,0.0913296
366,0.0012536,0.67353,0.3183778,0.0054181,0.5791121,0.1225238
367,0.0025071,0.77545,0.4093287,0.0108362,0.6598371,0.1584739
368,0.0037607,0.77545,0.4093287,0.0162543,0.6598371,0.1584739
369,0.0189252,0.78785,0.435956,0.0504617,0.7248569,0.199682
370,0.0340896,0.80002,0.4625546,0.0846692,0.785798,0.2444352
371,0.0492541,0.80002,0.4625546,0.1188766,0.785798,0.2444352
372,0.0518929,0.80683,0.470724,0.122203,0.8074502,0.2567307
373,0.0545317,0.81355,0.4788778,0.1255294,0.8282825,0.2692066
374,0.0571705,0.81355,0.4788778,0.1288559,0.8282825,0.2692066
375,0.0439448,0.81059,0.5084655,0.0984686,0.8861853,0.3014302
376,0.0307191,0.80762,0.5376548,0.0680813,0.9339284,0.3344934
377,0.0174934,0.80762,0.5376548,0.037694,0.9339284,0.3344934
378,0.0117807,0.78958,0.5104253,0.0252732,0.9426486,0.3506849
379,0.006068,0.77101,0.4828401,0.0128524,0.9507983,0.3669952
380,0.0003553,0.77101,0.4828401,0.0004317,0.9507983,0.3669952
381,0.0002386,0.67987,0.4625088,0.0002895,0.938699,0.3498136
382,0.0001218,0.58199,0.442099,0.0001473,0.9254004,0.3327654
383,0.00000512,0.58199,0.442099,0.00000512,0.9254004,0.3327654
384,0.00000427,0.45694,0.3709861,0.00000427,0.8989974,0.3117173
385,0.00000343,0.33438,0.3015001,0.00000343,0.8693146,0.2909793
386,0.00000258,0.33438,0.3015001,0.00000258,0.8693146,0.2909793
387,0.00000172,0.18997,0.1864073,0.00000172,0.8025723,0.2504192
388,0.000000861,0.07769,0.09507,0.000000861,0.7268399,0.2118088
389,0,0.07769,0.09507,0,0.7268399,0.2118088
390,0.0001181,0.13043,0.0653887,0.001291,0.6544543,0.1773915
