,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
gasPrice-11,9.02,8.880551077,8.7749475693,8.8478102059,8.8714571386,9.1647563785,9.2024693111,9.4121446334,9.3612384456,9.5637658273,9.626682777,9.7243399437,9.8403563244,9.8404543158,9.9913164281,10.2965355731,10.3522748124,10.3095253835,10.4329205871,10.6741680921,10.7853031721,10.5844339805,10.8080436092,10.5371454144,10.6391350697,10.8060947503,10.8872138871,11.3053768099,11.551899351,11.7320389842,11.9486503954,12.2065566148,12.4449213331,12.9069559483,12.7453262843,12.6836091051,12.6456045787,12.8882761539,13.03938907,12.8487781306,12.8475383216,12.9752129897,13.1580484912,12.9830506634,12.9742766561,13.3460968707,13.4573658409,13.7018323304,13.8988277388,14.2704572336
gasPrice-12,9.02,9.3487264504,9.2743749034,9.3614900159,9.7489108037,9.8007126625,10.1557353087,10.3094642925,10.4439686351,10.6747411528,10.9650497192,11.2549709986,11.2259114664,11.4727797874,11.6194099735,11.8233960927,11.6583458471,11.3854232458,11.5286943523,11.7494672403,11.6666203161,11.4732827765,11.7531354807,11.8262410194,12.1285279068,12.2005307865,12.3131988426,12.5336266147,12.4826159741,12.7454016216,12.440813632,12.6092351666,12.4841096798,12.7277622736,13.3191756055,13.2181527274,13.2557595743,13.0605139926,13.549476262,13.7204083673,13.8507671507,13.9764653247,14.1055718621,14.7300585184,15.0589034916,15.1930793513,15.0737769656,15.7311384843,16.0448920175,15.8530504836
gasPrice-13,9.02,9.0942573883,9.1839058127,9.1234298847,9.1092355955,9.2081093215,9.2939735185,9.2586852447,9.2505406404,9.0780829088,9.3340048993,9.3406933602,9.5141411453,9.5221607683,9.785251395,9.9407926881,9.9783609817,9.9701887361,9.9207595193,9.7518372327,9.887539356,10.0028226732,10.0800792513,9.9353657747,10.0906535171,10.443319533,10.5589650055,10.7376774495,10.537293022,10.7629716099,10.7383295569,10.7994948791,10.8933708395,11.1396588892,11.0942637782,11.0578581553,11.3516109607,11.754768387,11.8684286276,11.8547875877,11.7934536561,11.8057091788,12.1729473238,12.0852250371,12.3739981119,12.7139683336,12.9581123343,13.3532088411,13.3300611453,13.4599687598
gasPrice-14,9.02,9.1394623498,9.2742871741,9.1278991139,9.2339324428,9.2239081885,9.3727726083,9.3986894191,9.2526924579,9.390824488,9.4341911995,9.8854448634,10.0013538868,10.1106897742,10.2784211772,10.3278578327,10.2431950732,10.3137775209,10.3345459189,10.4956031999,10.3912406352,10.5496732873,10.6849658162,10.6925493144,10.6923462792,10.8533724174,11.0711621372,11.0645645552,11.2114496751,11.2619071957,11.2425209324,11.4178358679,11.6192290429,11.8790043406,12.010926947,12.1086757269,12.0412830902,12.2587620343,12.4244520164,12.4553859106,12.366065289,12.2801664004,12.7663409773,12.9451675982,13.1373206702,13.5075998646,13.7420146001,13.6020904082,13.6808350256,13.4660560233
gasPrice-15,9.02,9.2470883054,9.2261576724,9.2180249155,9.424556438,9.5167448471,9.3264574902,9.3520109268,9.1607526595,9.482860158,9.8465117452,9.6878094578,9.9444033181,10.0783478889,10.0149499488,10.1502164899,10.5529917386,10.9250042113,10.9560698299,10.7514795918,10.9024952316,11.1911376054,11.3883577737,11.3626182389,11.487044458,11.3385104528,11.2776754302,11.5370466622,11.800369606,12.2159781906,12.4432872695,12.6243783146,12.7279280832,12.8374464827,12.9324544161,12.881455729,12.9000505608,12.8510358542,12.9823190027,13.0061636371,13.2902177449,13.5070176607,13.9873594419,14.1351988074,13.8497010591,13.5899983606,13.7300847086,14.0528344277,14.3642270742,14.7114603694
gasPrice-16,9.02,9.0189951539,9.0986610617,8.9090070303,9.3452959447,9.3701276995,9.1148349057,9.2955044128,9.2408946345,9.3871526768,9.4229118957,9.3130175634,9.5496212233,9.3554597542,9.6856671837,9.8059929988,10.1962633017,10.2416126143,10.3723478568,10.3528880038,10.3883293002,10.5032243545,10.446283221,10.2229807347,10.1608825774,10.3325195181,10.5563631592,10.6621521908,10.9649774576,10.7771417222,11.0682156719,11.4521316904,11.5727130031,11.8910218741,11.7618745171,11.8809796574,12.0776992242,12.0479770507,12.3408281914,12.3256514648,12.3804931019,12.6025088659,12.4446558538,12.5016982926,12.2543167329,12.323664255,12.3968296152,12.1990046101,12.0730700674,11.8726044835
gasPrice-17,9.02,9.155763154,9.222849399,9.5464034225,9.5763344809,9.6178263472,9.7887998809,9.9383054525,10.1571558038,10.1614679688,10.2473176851,10.1395413621,10.3801303568,10.3389405133,10.1931647873,10.0798565139,10.5165143025,10.4346790857,10.6865665509,10.9904845167,10.9461769504,11.1767775261,11.070009412,11.2040543888,11.2594149635,11.3246660508,11.0675539016,10.9567016921,10.7889333731,10.9589526297,11.0827658319,11.2842217288,11.6816184258,11.8672259323,12.0998731955,12.2272303267,12.7231670875,12.8236034702,12.8117914244,13.2219408383,13.0419841534,13.3676309334,13.3438073379,13.1517139441,13.2751262995,13.8157334235,14.0085051998,14.2225747659,14.5945392283,14.7341887034
gasPrice-18,9.02,9.1587823897,9.1679914092,9.1105203849,9.3535739748,9.6228706282,9.9631702788,10.210971288,10.2018070929,10.5679659644,10.6432063409,10.7676494985,11.1360362158,10.9308299229,11.2610383169,11.2083616696,11.4582623461,11.4563341106,11.4286005644,11.6299872421,11.5923755337,11.5762222044,11.5042293887,11.9552547232,12.1214240275,12.2631637651,12.445057628,12.7008245733,12.7610604658,12.6227986785,13.0503437635,13.0679573624,13.608651139,13.8038551571,14.0077465326,13.815848918,13.9774247153,13.8881541424,14.0312264011,13.9756292571,14.085337082,14.0231637557,13.8599793839,13.8658565109,14.1493670439,14.0165880941,14.3449576777,14.5270315621,14.5573230821,14.3298893253
gasPrice-19,9.02,8.9934595461,9.1467010559,9.4988302036,9.335958947,9.5691018118,9.521808365,9.5347941201,9.9058487743,9.7621355303,9.8377118364,9.7353007384,9.7671372564,9.8276250897,9.7715657341,9.5599240675,9.4738941539,9.4729143019,9.6894666928,9.8043176871,10.0051432611,9.8543497734,10.0769217392,10.1291522375,10.128725619,10.2300549591,9.9387634051,10.1376082759,10.2781066817,10.5113230215,10.6081943582,10.776553873,10.5924745966,10.853866527,10.9144921381,10.7527767263,10.9643240614,10.9320110326,11.0529238457,11.4585230658,11.4109096829,11.5940909599,11.83101566,11.8256758628,12.2784011854,12.627360413,13.0143822472,13.5728964122,13.7904406782,14.02272116
gasPrice-20,9.02,9.2009224042,9.5111623976,9.5264311582,9.8027210946,9.8190595365,9.8836759022,10.020955503,10.066644239,10.2927195537,10.3883498836,10.3854639709,10.3632365769,10.6787455814,10.4891916195,10.2902874298,10.1371814259,10.4963654633,10.6864236575,10.972859794,10.820438388,10.9001440861,11.287550651,11.136748953,11.2319173668,11.2390923219,11.2196556148,11.3704413831,11.4940212905,11.532193247,11.4225411202,11.9335040095,12.3274135284,12.5994422867,12.7332606015,12.761982467,12.7516921968,12.9713074062,13.1223414144,13.1631543225,12.9727914329,13.1947323817,13.1583138517,13.1585688288,13.0066660693,13.0495392874,13.0581646762,13.0250462696,12.9291946233,13.3204423093
gasPrice-21,9.02,9.1095314705,9.2931508306,9.1624373694,9.2269655921,9.4901764644,9.2854858705,9.2087900762,9.324068167,9.3954222917,9.5210147445,9.8052581071,9.928973991,9.8959423564,9.8263101577,9.9639792988,9.9951325019,9.965667603,9.8872807423,9.9416393166,9.8596584525,10.0457448063,10.2066946259,10.5171875655,10.4460876194,10.9087820608,11.2487138545,11.1825489204,11.1359072556,11.1939168893,11.2248898406,11.1219811391,11.3369761142,11.5500085161,11.6760852476,11.7703605279,11.9184363875,11.9898927634,11.967796663,12.2224704735,12.493255035,12.7979753705,12.7238472283,12.7123811425,12.6103591764,12.4494901992,12.5444811072,12.6921902979,12.8496948586,13.041309254
gasPrice-22,9.02,9.1269900808,9.1628718967,9.437910154,9.6457812107,10.020543166,9.9333095146,10.0781542371,10.450345122,10.6293679101,10.9700322479,11.3286153173,11.4888719721,11.799319365,11.8660934504,12.0665198201,12.2759349687,12.6390553949,12.9935028288,13.2571152434,13.2044304636,13.3398358357,13.2570309428,13.5526927729,14.0003778971,14.0973505765,13.9040990598,13.943204985,14.0627112876,14.1599142515,14.0889950273,13.9467305415,13.9925022473,14.0948505793,13.8403940588,13.9535527273,14.1437290929,14.0086182634,14.1817944359,14.2360633439,14.4205773368,14.5640447332,14.4543337322,14.8569669023,14.5548190625,14.2672755206,14.4129113467,14.9298612454,15.056287503,15.42753989
gasPrice-23,9.02,9.1069870295,9.5087723759,9.6948860018,9.67652455,9.995914541,9.8947710324,9.9426194525,9.9683410481,10.1926353424,10.4865180072,10.3895652507,10.2598954917,10.3753902281,10.570130259,10.5628833874,10.6863404344,10.6570318461,10.6762278381,11.0222237088,11.284489867,11.4065769134,11.4701979597,11.5886767923,11.6751007783,11.6449091566,11.673816391,11.8165104166,11.9465954177,11.9627147953,12.0088985294,11.8531356326,12.1724930264,12.0472239868,12.1816658017,12.1212567045,12.1896780517,12.4345197801,12.6278351786,12.8368667646,13.0346773682,13.3184159859,13.2398730025,13.4515899509,13.9829643985,13.9242190084,14.0989762978,14.5165767475,14.794315319,15.0362222963
gasPrice-24,9.02,9.3143047066,9.3030608834,9.4636766573,9.8259360565,10.1565728891,10.5363415247,10.6043915306,10.7121054415,10.7308649941,10.6274196882,10.7310329389,10.80810219,11.0172877341,11.0875776214,11.1969933521,11.2541828362,11.5533262364,11.4010678769,11.1709035279,11.5692168884,11.6639192664,11.9824574142,12.0356678785,12.2018100464,12.0169717495,12.298210196,12.7378069599,12.6022347478,12.4025194587,12.5361557748,12.4809796482,12.550942306,12.5925172497,12.5625489984,12.6725152331,12.6023620326,12.7134863873,12.769706096,12.6884463756,12.4580449192,12.8229895332,13.153008438,13.7028007933,14.169552805,14.0132044771,14.191503235,14.4487670408,14.3747605885,14.5194980155
gasPrice-25,9.02,9.3871137669,9.2532763259,9.2631617092,9.4993625689,9.5898623647,9.6054471718,9.5864542694,9.9190905762,10.2540059712,10.4976440141,10.893437568,10.9492343352,10.8686128252,11.0511131033,11.2936202406,11.1619598042,11.1124377894,11.2941371297,11.3847842043,11.2203397344,11.3124355453,11.5660747563,11.8908014993,11.6896020936,11.912722099,12.2233750576,12.4823570489,12.7404789994,12.7933971499,12.7608265225,13.1654456073,13.06890373,13.0779322587,13.2696319975,13.2336086715,13.686641507,14.0104326152,14.1467269472,13.9438665245,13.5620773328,13.6635591521,13.8028395299,13.710634531,13.6271649897,13.9503739055,14.0439596264,14.2433455312,14.3526794962,14.8065862172
gasPrice-26,9.02,9.2869094363,9.2267096901,9.2557787156,9.315701826,9.3863195489,9.3997825736,9.4684023809,9.5169277565,9.6822112625,9.7638659747,10.1515461048,10.1627864274,10.3672137022,10.6673990521,11.007602855,11.0310171982,11.1122403683,11.2116505269,10.9767190025,10.8974535322,10.9183374018,10.6937076795,10.434575471,10.4857786686,10.7614437844,10.8989630757,11.0088473543,11.0687518061,11.3920927985,11.4939131763,11.5823659645,11.5649577164,11.9938125515,12.1131941236,12.0294631673,12.2830939718,12.4266801435,12.5591738444,12.7485617687,12.7066040107,12.8171741464,12.9971974494,13.1406101334,13.2834466399,13.3839227531,13.6600091868,13.5395107973,13.8858780469,14.0194553947
gasPrice-27,9.02,8.9062407411,9.1978819084,9.3877527082,9.1942687594,9.1507805315,9.0628087955,9.0771004992,9.1462921701,9.1543423312,9.138100052,8.9409109132,8.8777917135,9.088940201,9.1189941665,9.393038308,9.4680155388,9.3193435277,9.3492347983,9.1241737627,9.4024094639,9.3167458162,9.5891689175,9.3858038734,9.6268016726,9.658064946,9.8819621197,10.0721042409,10.1211562398,9.893849534,10.0382336275,9.9609132929,10.1036221087,10.1996309631,10.5769484062,10.6401022932,10.4541249852,10.4231295246,10.4416898821,10.6866097368,11.0386102069,11.2056453883,11.1871591101,11.401504917,11.3177073161,11.3300840476,11.5183163354,11.5026518736,11.5491937821,11.8842681939
gasPrice-28,9.02,9.1905081152,9.2637037949,9.3690840589,9.2657969244,9.5211022516,9.3949046759,9.2705498097,9.2027545299,9.3254521092,9.3020776075,9.4212827679,9.4970994934,9.6732686137,9.8972755376,10.1056142915,10.2539122971,10.3796780395,10.2867847895,10.1068676454,10.2795738235,10.1806210801,10.2750603232,10.3305944216,10.3905157098,10.8884928692,10.8245166565,10.6830111754,10.6163740146,10.682505771,10.7864785861,10.8765604007,10.960370071,11.1025894799,11.0612776815,11.1457482968,11.2131431771,11.6444221296,11.4949405425,11.3899609776,11.5072305014,12.0444938703,11.8772496627,11.8885913952,11.6827572935,11.8226757656,12.1940012199,12.4048157117,12.4724895891,12.6802112956
gasPrice-29,9.02,8.9299380285,9.0953506866,9.3693900341,9.5034058276,9.8583916125,9.9544349093,10.3641230725,10.7411450844,10.7088224297,11.1512930123,10.9362423477,11.0141398358,11.2092967803,11.2162175428,11.2217410944,11.2269527079,11.2616151283,11.4296009976,11.2159601148,11.7374418193,12.0871769621,12.3489856145,12.9068196672,13.0707203256,13.0173457285,13.2025550631,13.4206182442,13.2682767857,13.6694019386,14.2190923751,14.3501412742,14.4882332682,14.8643892645,14.4964935921,14.3250262217,14.6682429896,15.0109836277,14.9364785457,15.5720851049,15.6792386557,15.7817635662,16.3254054835,16.012192784,16.3912816862,16.6166716057,16.8901734802,17.0728064203,16.7014620464,16.5972316458
gasPrice-30,9.02,9.3228651167,9.3514946647,9.3955763294,9.2790900604,9.2052772695,9.1997422171,9.3439022575,9.4538305551,9.2642652948,9.3890012193,9.5407233576,9.3824293941,9.5109066196,9.3583491778,9.7034091968,9.6415486207,9.9216926181,10.0077759211,9.9369814997,10.1003610938,10.0078652634,10.2030603889,10.412299449,10.7734066659,10.9885357194,10.8622468812,10.6077332048,10.5120824444,10.6588839535,10.9067809765,10.9493038615,11.0405522432,11.0562682335,11.2464760748,11.3728522475,11.6731612559,11.8914118564,11.895524292,12.2561295587,12.4667661517,12.5033869811,12.4927495886,12.3131270422,12.3837547145,12.4728801079,12.6272528789,12.8446979851,12.8272541914,12.8895799573
gasPrice-31,9.02,8.9456122483,9.1541359851,8.9863488311,8.953611248,8.9289191762,9.0457313841,9.3165814593,9.3479111789,9.4525151199,9.7548999909,9.7301961791,10.0061909455,10.10533176,9.9644410727,10.0753133399,10.5017784063,10.888794612,10.807795963,11.1331941651,11.0483421956,11.147753868,11.1369737048,11.3014140409,11.6352078102,12.0480736039,11.9550328347,12.3893518533,12.6239270609,12.8713026524,12.7843731318,12.4870888712,12.6775236142,12.8305107964,13.0140742101,13.1088106399,13.0283453878,13.04811732,13.092027562,13.2974340138,13.5725273887,13.7383190239,14.015319247,14.1525505123,14.4149906647,14.7003932069,14.9201749547,15.270009863,15.4819721936,15.6328978939
gasPrice-32,9.02,9.4137722413,9.5153915501,9.7639674217,9.5436672643,9.6136931029,9.4706124932,9.7041216502,9.4824279604,9.7590082861,9.8320061625,9.7224388747,10.0585728008,10.0139121989,9.8689449026,10.1729126739,10.1723263353,10.4460338006,10.7184474136,10.8604309947,11.0524937397,11.3968324864,11.6135232475,11.6174298165,11.4474977119,11.6199699489,11.748467949,11.7919771903,11.8307916616,12.1859289289,12.2255149802,12.5327649286,12.9823393787,12.7788583374,12.9587426744,13.0244342417,13.0200135304,13.2294510382,13.143907455,13.2725557198,13.4071858057,13.3230964757,13.3155473877,13.6207396149,14.0851524982,14.001253267,14.1797512737,14.1224525422,14.5523210124,14.3800387631
gasPrice-33,9.02,8.9682744857,8.9975484614,8.9910463721,8.9972327318,8.9648450412,8.9536138941,8.831132701,8.9609375515,9.3987137293,9.4927485005,9.6422380608,9.7690158747,9.7992145689,9.667595384,9.978591221,10.2942879463,10.1582814286,10.2725388722,10.3522802061,10.4202673828,10.543861477,10.8687400587,10.6437222279,10.5451367753,10.7107531573,10.7654587115,11.0291976777,10.991014017,10.8828147419,11.2719196333,11.7126176811,12.1092708298,12.1220846061,11.9663217381,11.7965486799,12.2014565429,11.9827296949,12.2109568804,12.1327295649,11.8859064413,12.1040364524,12.3609111905,12.8020702538,13.0764875373,13.446981767,13.4128296502,13.6191925388,13.7054751754,13.7154886608
gasPrice-34,9.02,8.9274097624,9.1269041868,9.2205949486,9.2655903278,9.451277104,9.4821369943,9.3714683435,9.3562333955,9.5255776065,9.6806917317,9.8591579978,10.0153088395,10.1411112591,10.161820815,10.2620746178,10.2535144551,10.3490227546,10.4370235888,10.4347550002,10.4351166411,10.4647968013,10.4122681637,10.4328959869,10.2838277323,10.3303482554,10.6814424382,10.7540111313,11.0331193171,11.0935489502,11.0632837114,11.2319156316,11.4074974602,11.5366852861,11.8874709335,12.2882526958,12.3377569862,12.1867265205,12.2693008417,12.0812821464,12.4527753909,12.7933660212,13.0874969721,13.2108427127,13.4009254016,13.2098945302,13.635062581,13.6494424396,13.6904773605,13.5795440255
gasPrice-35,9.02,9.0901894946,9.3092079535,9.4736067863,9.6152600675,9.4525360585,9.5003174826,9.7585608935,9.6531807751,9.8688096081,10.0917074406,10.2867599454,10.5151919442,10.5029661986,10.6975679176,10.7635892638,10.9489798713,11.0889195817,11.2259228185,11.7015118931,11.5330396804,11.9008183034,12.1186158571,12.6146135262,12.4592293158,12.6252863721,13.1200808052,13.1058805865,13.2039546776,12.9906684708,13.0471545603,13.1800998624,13.6625717625,14.2547934931,14.1247302526,14.5519729186,14.8823099975,15.0708117076,15.069876732,15.5256019768,15.5983080101,15.4564326608,15.5859223592,16.2675903573,16.0492018155,16.3601767448,16.6035504185,17.2075269281,17.9138965248,18.6855843708
gasPrice-36,9.02,9.3658170744,9.3826602706,9.4790665139,9.6713455412,9.7699067962,9.8675748643,10.0419709441,10.4422370459,10.5769064766,10.4291879955,10.6009124516,10.6894235647,10.7336473239,10.7834629356,11.0844891096,11.2414194205,11.3861256095,11.2475101313,11.3398244369,11.2284198049,11.4146074452,11.4314588483,11.8196930405,12.2425637787,12.5200319372,12.5925910257,12.8136710229,13.1701900321,12.9273197263,13.2813678929,13.7471652976,14.0846124929,14.2177335856,14.4232918213,14.6631520588,14.2521350161,14.3075961506,14.9501067508,14.9577642491,14.9704511205,15.2251127664,15.73338187,15.6358196149,16.112507493,16.6582514911,17.3329252308,17.4833756285,17.3574989392,17.5192509341
gasPrice-37,9.02,9.1431050915,9.0333374663,9.1983376212,9.1911033345,9.4034858986,9.4746678961,9.6827430219,9.8560582094,9.968019719,9.8737623929,9.8751973991,10.0834703179,9.9517974896,9.7248532584,9.7561860062,10.0321689403,10.0938934399,10.3786213525,10.5357328037,10.6652958148,10.7714107078,10.8515326677,11.0536711496,11.2138697444,11.3128330629,11.2906158255,11.5457459651,11.7943079834,11.7627764136,11.9668742928,12.1382801065,11.9496628613,12.1168855103,12.2008591624,12.1277341563,11.8563867521,12.03105433,12.1491765129,12.2401311531,12.350184812,12.2217223951,12.5264923711,12.8273512609,13.0842471409,13.2179824094,13.3934269555,13.6700921269,13.852312082,14.2177389044
gasPrice-38,9.02,9.0038933455,9.1917989118,9.3755772991,9.5339372372,9.7148522858,10.1465923102,10.3108647004,10.3074703029,10.669552212,10.988378978,11.0145181281,11.3629312537,11.650975339,11.8306970369,11.8479842564,11.8456495275,11.7907146687,11.6731161652,12.2132338936,12.0427705357,12.2385045885,12.4976739569,12.4104975044,12.9271884452,13.0656163121,12.9142888857,12.9116438699,12.7778481139,12.4706334854,12.3388231892,12.7113160969,12.9688104797,13.0958713817,13.3882474876,13.3649136324,13.4021063209,13.2279055646,13.3523723174,13.5049950706,13.4007882731,13.1814442204,13.1872509557,13.2271307836,13.3878706784,13.7292643164,14.1692546515,13.8295272084,13.8536362478,14.3021860589
gasPrice-39,9.02,9.2867178638,9.5234685384,9.7243843853,9.8285252998,10.2366472929,10.331030119,10.3451002699,10.2028274716,10.1639968294,10.4752757403,10.5744202349,10.6952622688,10.9073633193,10.9586994054,11.1027318205,11.1181966084,11.2053714228,11.1662421442,11.2887066837,11.4508214271,11.6741804419,11.7479138123,11.8348979659,12.0649349365,12.1184324664,12.0987871486,12.5373957717,12.6430131937,12.5208342413,13.1056232421,13.3438199717,13.5204532992,13.5101022255,13.5587756384,13.8336555534,14.00722002,14.201791944,13.9416211526,13.947736013,14.5807386936,14.8489590005,15.1571819679,15.1577016011,15.8355201845,15.9731783193,15.8871514954,16.2575352175,16.6778340704,16.4565271412
